,F_equation_0,G_equation_0,type,state
1990,-x_1_0,exp(1.783*x_2_0)/(exp(1.783*x_2_0) + 8.01056263350621),Neural,True
1991,9.20800000000000,9.504*sin(x_1_0*x_2_0),Kuramoto,True
1992,-1.429*x_1_0 + 3.282*tanh(x_1_0),tanh(x_2_0),Excitation,True
1993,-2.254*x_1_0 + 4.713*tanh(x_1_0),tanh(x_2_0),Excitation,True
1994,0.0,-1.892*x_1_0 + 1.892*x_2_0,Heat,True
1995,-x_1_0**3 + x_1_0,x_1_0*x_2_0/(x_2_0 + 1),Plant,True
1996,x_1_0*(0.18 - 1.654*x_1_0),-x_1_0*x_2_0,Lotka_Volterra,True
1997,-3.974*x_1_0 + 4.988*tanh(x_1_0),tanh(x_2_0),Excitation,True
1998,-0.855*x_1_0**2.0,x_2_0**2.0/(x_2_0**2.0 + 1),Gene,True
1999,1.401*x_1_0*(1 - x_1_0**2),1.0*x_1_0*x_2_0/(x_2_0 + 1),Mutualistic2,True
2000,-0.278404419725844*x_1_0*(x_1_0 - 5.259)*(x_1_0 - 0.683) + 0.096,x_1_0*x_2_0/(0.83*x_1_0 + 0.122*x_2_0 + 4.218),Mutualistic,True
2001,1.17*x_1_0*(1 - x_1_0**2),1.0*x_1_0*x_2_0/(x_2_0 + 1),Mutualistic2,True
2002,0.0,-1.098*x_1_0 + 1.098*x_2_0,Heat,True
2003,-0.869*x_1_0**1.0,x_2_0**2.0/(x_2_0**2.0 + 1),Gene,True
2004,0.5*x_1_0*(1 - x_1_0**2),1.0*x_1_0*x_2_0/(x_2_0 + 1),Mutualistic2,True
2005,-3.9*x_1_0 + 4.968*tanh(x_1_0),tanh(x_2_0),Excitation,True
2006,1.15*x_1_0*(1 - x_1_0**2),1.0*x_1_0*x_2_0/(x_2_0 + 1),Mutualistic2,True
2007,-1.278*x_1_0**1.0,x_2_0**2.0/(x_2_0**2.0 + 1),Gene,True
2008,0.0,-1.639*x_1_0 + 1.639*x_2_0,Heat,True
2009,9.68900000000000,9.516*sin(x_1_0*x_2_0),Kuramoto,True
2010,x_1_0*(1.8 - 0.949*x_1_0),-x_1_0*x_2_0,Lotka_Volterra,True
2011,-2.314*x_1_0,1.233*x_2_0*(1 - x_1_0),Epidemic,True
2012,x_1_0*(1.092 - 0.625*x_1_0),-x_1_0*x_2_0,Lotka_Volterra,True
2013,0.584*x_1_0*(1 - x_1_0**2),1.0*x_1_0*x_2_0/(x_2_0 + 1),Mutualistic2,True
2014,8.00700000000000,9.323*sin(x_1_0*x_2_0),Kuramoto,True
2015,-x_1_0,exp(1.723*x_2_0)/(exp(1.723*x_2_0) + 12159.3901241693),Neural,True
2016,-x_1_0**3 + x_1_0,x_1_0*x_2_0/(x_2_0 + 1),Plant,True
2017,-x_1_0,exp(2.783*x_2_0)/(exp(2.783*x_2_0) + 3674423181.95143),Neural,True
2018,-0.277500277500278*x_1_0*(x_1_0 - 4.368)*(x_1_0 - 0.825) + 0.099,x_1_0*x_2_0/(0.84*x_1_0 + 0.089*x_2_0 + 4.875),Mutualistic,True
2019,-0.465*x_1_0**1.0,x_2_0**2.0,Population,True
2020,-x_1_0**3 + x_1_0,x_1_0*x_2_0/(x_2_0 + 1),Plant,True
2021,-x_1_0,exp(2.425*x_2_0)/(exp(2.425*x_2_0) + 589231.839124423),Neural,True
2022,x_1_0*(0.845 - 1.338*x_1_0),-x_1_0*x_2_0,Lotka_Volterra,True
2023,-6.201*x_1_0,0.804*x_2_0*(1 - x_1_0),Epidemic,True
2024,-x_1_0**3 + x_1_0,x_1_0*x_2_0/(x_2_0 + 1),Plant,True
2025,-x_1_0**3 + x_1_0,x_1_0*x_2_0/(x_2_0 + 1),Plant,True
2026,-1.442*x_1_0,0.826*x_2_0*(1 - x_1_0),Epidemic,True
2027,0.0,-1.583*x_1_0 + 1.583*x_2_0,Heat,True
2028,x_1_0*(0.568 - 1.683*x_1_0),-x_1_0*x_2_0,Lotka_Volterra,True
2029,-6.046*x_1_0,4.871*x_2_0*(1 - x_1_0),Epidemic,True
2030,x_1_0*(1.523 - 1.677*x_1_0),-x_1_0*x_2_0,Lotka_Volterra,True
2031,0.0,-1.244*x_1_0 + 1.244*x_2_0,Heat,True
2032,-1.026*x_1_0 + 4.235*tanh(x_1_0),tanh(x_2_0),Excitation,True
2033,6.68800000000000,6.775*sin(x_1_0*x_2_0),Kuramoto,True
2034,-6.521*x_1_0,0.912*x_2_0*(1 - x_1_0),Epidemic,True
2035,-4.583*x_1_0,0.767*x_2_0*(1 - x_1_0),Epidemic,True
2036,-0.814*x_1_0**1.0,x_2_0**2.0,Population,True
2037,-0.785*x_1_0**1.0,x_2_0**2.0/(x_2_0**2.0 + 1),Gene,True
2038,-4.281*x_1_0 + 4.079*tanh(x_1_0),tanh(x_2_0),Excitation,True
2039,-2.586*x_1_0,1.035*x_2_0*(1 - x_1_0),Epidemic,True
2040,-1.179*x_1_0**1.0,x_2_0**2.0/(x_2_0**2.0 + 1),Gene,True
2041,-1.305*x_1_0**3.0,x_2_0**1.0,Population,True
2042,x_1_0*(1.483 - 0.532*x_1_0),-x_1_0*x_2_0,Lotka_Volterra,True
2043,-x_1_0**3 + x_1_0,x_1_0*x_2_0/(x_2_0 + 1),Plant,True
2044,-0.219708754075597*x_1_0*(x_1_0 - 5.38)*(x_1_0 - 0.846) + 0.07,x_1_0*x_2_0/(0.948*x_1_0 + 0.143*x_2_0 + 5.864),Mutualistic,True
2045,-x_1_0**3 + x_1_0,x_1_0*x_2_0/(x_2_0 + 1),Plant,True
2046,-4.099*x_1_0,4.586*x_2_0*(1 - x_1_0),Epidemic,True
2047,5.55000000000000,9.071*sin(x_1_0*x_2_0),Kuramoto,True
2048,-x_1_0,exp(0.667*x_2_0)/(exp(0.667*x_2_0) + 749.426314624124),Neural,True
2049,-1.023*x_1_0 + 2.829*tanh(x_1_0),tanh(x_2_0),Excitation,True
2050,-0.86*x_1_0**1.0,x_2_0**2.0,Population,True
2051,5.58400000000000,8.261*sin(x_1_0*x_2_0),Kuramoto,True
2052,-7.268*x_1_0,4.589*x_2_0*(1 - x_1_0),Epidemic,True
2053,-1.21*x_1_0**1.0,x_2_0**2.0/(x_2_0**2.0 + 1),Gene,True
2054,-x_1_0**3 + x_1_0,x_1_0*x_2_0/(x_2_0 + 1),Plant,True
2055,x_1_0*(1.7 - 0.217*x_1_0),-x_1_0*x_2_0,Lotka_Volterra,True
2056,-0.31843564033586*x_1_0*(x_1_0 - 5.452)*(x_1_0 - 0.576) + 0.087,x_1_0*x_2_0/(0.812*x_1_0 + 0.073*x_2_0 + 4.943),Mutualistic,True
2057,-0.144556925794593*x_1_0*(x_1_0 - 5.447)*(x_1_0 - 1.27) + 0.086,x_1_0*x_2_0/(0.91*x_1_0 + 0.095*x_2_0 + 5.24),Mutualistic,True
2058,-3.198*x_1_0,4.229*x_2_0*(1 - x_1_0),Epidemic,True
2059,0.0,-1.352*x_1_0 + 1.352*x_2_0,Heat,True
2060,-2.954*x_1_0,3.096*x_2_0*(1 - x_1_0),Epidemic,True
2061,-1.157*x_1_0**2.0,x_2_0**2.0/(x_2_0**2.0 + 1),Gene,True
2062,-0.865*x_1_0**3.0,x_2_0**1.0,Population,True
2063,1.367*x_1_0*(1 - x_1_0**2),1.0*x_1_0*x_2_0/(x_2_0 + 1),Mutualistic2,True
2064,9.40500000000000,7.092*sin(x_1_0*x_2_0),Kuramoto,True
2065,-0.658*x_1_0**3.0,x_2_0**1.0,Population,True
2066,6.99500000000000,9.882*sin(x_1_0*x_2_0),Kuramoto,True
2067,-0.141652048175295*x_1_0*(x_1_0 - 4.832)*(x_1_0 - 1.461) + 0.142,x_1_0*x_2_0/(0.847*x_1_0 + 0.053*x_2_0 + 5.783),Mutualistic,True
2068,x_1_0*(0.511 - 0.169*x_1_0),-x_1_0*x_2_0,Lotka_Volterra,True
2069,-3.411*x_1_0 + 1.425*tanh(x_1_0),tanh(x_2_0),Excitation,True
2070,-4.762*x_1_0 + 1.313*tanh(x_1_0),tanh(x_2_0),Excitation,True
2071,-1.044*x_1_0**2.0,x_2_0**2.0/(x_2_0**2.0 + 1),Gene,True
2072,0.0,-0.887*x_1_0 + 0.887*x_2_0,Heat,True
2073,0.0,-0.993*x_1_0 + 0.993*x_2_0,Heat,True
2074,-1.289*x_1_0**2.0,x_2_0**2.0/(x_2_0**2.0 + 1),Gene,True
2075,-x_1_0,exp(0.507*x_2_0)/(exp(0.507*x_2_0) + 2.99257433926175),Neural,True
2076,-1.171*x_1_0 + 4.355*tanh(x_1_0),tanh(x_2_0),Excitation,True
2077,0.518*x_1_0*(1 - x_1_0**2),1.0*x_1_0*x_2_0/(x_2_0 + 1),Mutualistic2,True
2078,6.24700000000000,6.674*sin(x_1_0*x_2_0),Kuramoto,True
2079,x_1_0*(0.507 - 1.27*x_1_0),-x_1_0*x_2_0,Lotka_Volterra,True
2080,x_1_0*(1.442 - 1.871*x_1_0),-x_1_0*x_2_0,Lotka_Volterra,True
2081,0.0,-1.627*x_1_0 + 1.627*x_2_0,Heat,True
2082,-3.335*x_1_0 + 3.197*tanh(x_1_0),tanh(x_2_0),Excitation,True
2083,x_1_0*(1.859 - 1.357*x_1_0),-x_1_0*x_2_0,Lotka_Volterra,True
2084,-3.013*x_1_0,4.384*x_2_0*(1 - x_1_0),Epidemic,True
2085,0.0,-0.583*x_1_0 + 0.583*x_2_0,Heat,True
2086,x_1_0*(1.26 - 0.724*x_1_0),-x_1_0*x_2_0,Lotka_Volterra,True
2087,0.706*x_1_0*(1 - x_1_0**2),1.0*x_1_0*x_2_0/(x_2_0 + 1),Mutualistic2,True
2088,-2.251*x_1_0 + 3.76*tanh(x_1_0),tanh(x_2_0),Excitation,True
2089,-x_1_0,exp(2.545*x_2_0)/(exp(2.545*x_2_0) + 36572594034.7289),Neural,True
2090,x_1_0*(0.084 - 0.403*x_1_0),-x_1_0*x_2_0,Lotka_Volterra,True
2091,-3.275*x_1_0,2.738*x_2_0*(1 - x_1_0),Epidemic,True
2092,6.27400000000000,5.992*sin(x_1_0*x_2_0),Kuramoto,True
2093,x_1_0*(1.952 - 1.566*x_1_0),-x_1_0*x_2_0,Lotka_Volterra,True
2094,-0.622*x_1_0**1.0,x_2_0**1.0,Population,True
2095,-0.432*x_1_0**1.0,x_2_0**1.0,Population,True
2096,-x_1_0**3 + x_1_0,x_1_0*x_2_0/(x_2_0 + 1),Plant,True
2097,-0.509*x_1_0**2.0,x_2_0**2.0/(x_2_0**2.0 + 1),Gene,True
2098,-1.208*x_1_0**1.0,x_2_0**1.0,Population,True
2099,0.0,-0.614*x_1_0 + 0.614*x_2_0,Heat,True
2100,1.168*x_1_0*(1 - x_1_0**2),1.0*x_1_0*x_2_0/(x_2_0 + 1),Mutualistic2,True
2101,-1.51*x_1_0**3.0,x_2_0**2.0,Population,True
2102,-x_1_0**3 + x_1_0,x_1_0*x_2_0/(x_2_0 + 1),Plant,True
2103,-x_1_0**3 + x_1_0,x_1_0*x_2_0/(x_2_0 + 1),Plant,True
2104,x_1_0*(1.616 - 1.869*x_1_0),-x_1_0*x_2_0,Lotka_Volterra,True
2105,x_1_0*(1.309 - 0.806*x_1_0),-x_1_0*x_2_0,Lotka_Volterra,True
2106,-1.387*x_1_0**1.0,x_2_0**2.0/(x_2_0**2.0 + 1),Gene,True
2107,5.19300000000000,8.395*sin(x_1_0*x_2_0),Kuramoto,True
2108,-x_1_0**3 + x_1_0,x_1_0*x_2_0/(x_2_0 + 1),Plant,True
2109,-0.271989686151101*x_1_0*(x_1_0 - 4.955)*(x_1_0 - 0.742) + 0.093,x_1_0*x_2_0/(0.958*x_1_0 + 0.087*x_2_0 + 4.043),Mutualistic,True
2110,-x_1_0**3 + x_1_0,x_1_0*x_2_0/(x_2_0 + 1),Plant,True
2111,-3.392*x_1_0,3.183*x_2_0*(1 - x_1_0),Epidemic,True
2112,-0.170767593502088*x_1_0*(x_1_0 - 4.988)*(x_1_0 - 1.174) + 0.059,x_1_0*x_2_0/(0.92*x_1_0 + 0.085*x_2_0 + 4.773),Mutualistic,True
2113,-1.081*x_1_0**2.0,x_2_0**2.0/(x_2_0**2.0 + 1),Gene,True
2114,-3.117*x_1_0 + 1.289*tanh(x_1_0),tanh(x_2_0),Excitation,True
2115,x_1_0*(0.252 - 0.529*x_1_0),-x_1_0*x_2_0,Lotka_Volterra,True
2116,x_1_0*(0.474 - 0.365*x_1_0),-x_1_0*x_2_0,Lotka_Volterra,True
2117,-1.433*x_1_0**1.0,x_2_0**2.0/(x_2_0**2.0 + 1),Gene,True
2118,x_1_0*(1.862 - 0.298*x_1_0),-x_1_0*x_2_0,Lotka_Volterra,True
2119,x_1_0*(0.097 - 1.7*x_1_0),-x_1_0*x_2_0,Lotka_Volterra,True
2120,5.67700000000000,5.558*sin(x_1_0*x_2_0),Kuramoto,True
2121,-x_1_0**3 + x_1_0,x_1_0*x_2_0/(x_2_0 + 1),Plant,True
2122,-1.401*x_1_0**1.0,x_2_0**1.0,Population,True
2123,-x_1_0**3 + x_1_0,x_1_0*x_2_0/(x_2_0 + 1),Plant,True
2124,-0.1524110513863*x_1_0*(x_1_0 - 5.343)*(x_1_0 - 1.228) + 0.091,x_1_0*x_2_0/(0.805*x_1_0 + 0.088*x_2_0 + 5.091),Mutualistic,True
2125,x_1_0*(0.431 - 1.987*x_1_0),-x_1_0*x_2_0,Lotka_Volterra,True
2126,0.527*x_1_0*(1 - x_1_0**2),1.0*x_1_0*x_2_0/(x_2_0 + 1),Mutualistic2,True
2127,0.0,-0.516*x_1_0 + 0.516*x_2_0,Heat,True
2128,-0.159861674889951*x_1_0*(x_1_0 - 4.332)*(x_1_0 - 1.444) + 0.119,x_1_0*x_2_0/(0.866*x_1_0 + 0.144*x_2_0 + 4.18),Mutualistic,True
2129,8.65800000000000,8.654*sin(x_1_0*x_2_0),Kuramoto,True
2130,-1.399*x_1_0**1.0,x_2_0**2.0/(x_2_0**2.0 + 1),Gene,True
2131,-x_1_0**3 + x_1_0,x_1_0*x_2_0/(x_2_0 + 1),Plant,True
2132,-0.652*x_1_0**1.0,x_2_0**2.0/(x_2_0**2.0 + 1),Gene,True
2133,1.171*x_1_0*(1 - x_1_0**2),1.0*x_1_0*x_2_0/(x_2_0 + 1),Mutualistic2,True
2134,-3.06*x_1_0,3.606*x_2_0*(1 - x_1_0),Epidemic,True
2135,5.27500000000000,9.848*sin(x_1_0*x_2_0),Kuramoto,True
2136,-0.131440381534624*x_1_0*(x_1_0 - 5.884)*(x_1_0 - 1.293) + 0.145,x_1_0*x_2_0/(0.877*x_1_0 + 0.117*x_2_0 + 4.092),Mutualistic,True
2137,-0.847*x_1_0**1.0,x_2_0**2.0/(x_2_0**2.0 + 1),Gene,True
2138,-1.959*x_1_0**3.0,x_2_0**2.0,Population,True
2139,0.668*x_1_0*(1 - x_1_0**2),1.0*x_1_0*x_2_0/(x_2_0 + 1),Mutualistic2,True
2140,-0.998*x_1_0**2.0,x_2_0**2.0/(x_2_0**2.0 + 1),Gene,True
2141,-7.259*x_1_0,2.417*x_2_0*(1 - x_1_0),Epidemic,True
2142,x_1_0*(0.265 - 0.855*x_1_0),-x_1_0*x_2_0,Lotka_Volterra,True
2143,-0.339136754522304*x_1_0*(x_1_0 - 4.673)*(x_1_0 - 0.631) + 0.07,x_1_0*x_2_0/(0.868*x_1_0 + 0.103*x_2_0 + 4.653),Mutualistic,True
2144,0.0,-0.671*x_1_0 + 0.671*x_2_0,Heat,True
2145,-x_1_0**3 + x_1_0,x_1_0*x_2_0/(x_2_0 + 1),Plant,True
2146,-x_1_0,exp(1.734*x_2_0)/(exp(1.734*x_2_0) + 9925264.1619804),Neural,True
2147,-0.121722470333191*x_1_0*(x_1_0 - 5.51)*(x_1_0 - 1.491) + 0.142,x_1_0*x_2_0/(0.879*x_1_0 + 0.081*x_2_0 + 5.063),Mutualistic,True
2148,1.442*x_1_0*(1 - x_1_0**2),1.0*x_1_0*x_2_0/(x_2_0 + 1),Mutualistic2,True
2149,-4.689*x_1_0 + 2.314*tanh(x_1_0),tanh(x_2_0),Excitation,True
2150,7.58200000000000,8.011*sin(x_1_0*x_2_0),Kuramoto,True
2151,9.07700000000000,8.92*sin(x_1_0*x_2_0),Kuramoto,True
2152,-x_1_0,exp(0.299*x_2_0)/(exp(0.299*x_2_0) + 2.64968562265419),Neural,True
2153,-0.806*x_1_0**3.0,x_2_0**1.0,Population,True
2154,1.476*x_1_0*(1 - x_1_0**2),1.0*x_1_0*x_2_0/(x_2_0 + 1),Mutualistic2,True
2155,1.474*x_1_0*(1 - x_1_0**2),1.0*x_1_0*x_2_0/(x_2_0 + 1),Mutualistic2,True
2156,-4.047*x_1_0 + 4.088*tanh(x_1_0),tanh(x_2_0),Excitation,True
2157,8.42600000000000,5.752*sin(x_1_0*x_2_0),Kuramoto,True
2158,-x_1_0,exp(0.237*x_2_0)/(exp(0.237*x_2_0) + 5.3584298835704),Neural,True
2159,-x_1_0**3 + x_1_0,x_1_0*x_2_0/(x_2_0 + 1),Plant,True
2160,-0.363594054510021*x_1_0*(x_1_0 - 4.436)*(x_1_0 - 0.62) + 0.091,x_1_0*x_2_0/(0.873*x_1_0 + 0.082*x_2_0 + 4.586),Mutualistic,True
2161,-x_1_0,exp(1.343*x_2_0)/(exp(1.343*x_2_0) + 611642.352908932),Neural,True
2162,-x_1_0**3 + x_1_0,x_1_0*x_2_0/(x_2_0 + 1),Plant,True
2163,0.686*x_1_0*(1 - x_1_0**2),1.0*x_1_0*x_2_0/(x_2_0 + 1),Mutualistic2,True
2164,-0.746*x_1_0**1.0,x_2_0**2.0/(x_2_0**2.0 + 1),Gene,True
2165,-x_1_0**3 + x_1_0,x_1_0*x_2_0/(x_2_0 + 1),Plant,True
2166,6.04500000000000,8.262*sin(x_1_0*x_2_0),Kuramoto,True
2167,-2.763*x_1_0,1.743*x_2_0*(1 - x_1_0),Epidemic,True
2168,0.571*x_1_0*(1 - x_1_0**2),1.0*x_1_0*x_2_0/(x_2_0 + 1),Mutualistic2,True
2169,-0.199*x_1_0**3.0,x_2_0**1.0,Population,True
2170,0.0,-1.754*x_1_0 + 1.754*x_2_0,Heat,True
2171,-x_1_0,exp(0.983*x_2_0)/(exp(0.983*x_2_0) + 6.21768095242935),Neural,True
2172,-0.866*x_1_0**3.0,x_2_0**1.0,Population,True
2173,-x_1_0,exp(0.452*x_2_0)/(exp(0.452*x_2_0) + 27.4842194010076),Neural,True
2174,-2.502*x_1_0,1.477*x_2_0*(1 - x_1_0),Epidemic,True
2175,-x_1_0,exp(0.93*x_2_0)/(exp(0.93*x_2_0) + 1237.69987926735),Neural,True
2176,0.0,-1.971*x_1_0 + 1.971*x_2_0,Heat,True
2177,-1.925*x_1_0**1.0,x_2_0**2.0,Population,True
2178,8.98400000000000,6.7*sin(x_1_0*x_2_0),Kuramoto,True
2179,-1.871*x_1_0**3.0,x_2_0**1.0,Population,True
2180,-2.132*x_1_0,0.558*x_2_0*(1 - x_1_0),Epidemic,True
2181,1.217*x_1_0*(1 - x_1_0**2),1.0*x_1_0*x_2_0/(x_2_0 + 1),Mutualistic2,True
2182,0.0,-1.223*x_1_0 + 1.223*x_2_0,Heat,True
2183,0.0,-1.039*x_1_0 + 1.039*x_2_0,Heat,True
2184,9.42300000000000,9.668*sin(x_1_0*x_2_0),Kuramoto,True
2185,-0.462825829383886*x_1_0*(x_1_0 - 4.22)*(x_1_0 - 0.512) + 0.106,x_1_0*x_2_0/(0.903*x_1_0 + 0.05*x_2_0 + 4.298),Mutualistic,True
2186,-4.658*x_1_0,1.785*x_2_0*(1 - x_1_0),Epidemic,True
2187,-4.549*x_1_0,3.835*x_2_0*(1 - x_1_0),Epidemic,True
2188,-6.443*x_1_0,1.39*x_2_0*(1 - x_1_0),Epidemic,True
2189,-1.384*x_1_0 + 4.161*tanh(x_1_0),tanh(x_2_0),Excitation,True
2190,-1.283*x_1_0**3.0,x_2_0**2.0,Population,True
2191,-x_1_0,exp(1.088*x_2_0)/(exp(1.088*x_2_0) + 208.946868094086),Neural,True
2192,x_1_0*(1.924 - 1.882*x_1_0),-x_1_0*x_2_0,Lotka_Volterra,True
2193,x_1_0*(1.107 - 1.529*x_1_0),-x_1_0*x_2_0,Lotka_Volterra,True
2194,-0.413742883622402*x_1_0*(x_1_0 - 4.16)*(x_1_0 - 0.581) + 0.091,x_1_0*x_2_0/(0.806*x_1_0 + 0.136*x_2_0 + 4.089),Mutualistic,True
2195,7.25700000000000,8.054*sin(x_1_0*x_2_0),Kuramoto,True
2196,x_1_0*(0.575 - 1.559*x_1_0),-x_1_0*x_2_0,Lotka_Volterra,True
2197,0.0,-1.02*x_1_0 + 1.02*x_2_0,Heat,True
2198,-4.593*x_1_0 + 3.812*tanh(x_1_0),tanh(x_2_0),Excitation,True
2199,5.19800000000000,9.042*sin(x_1_0*x_2_0),Kuramoto,True
2200,-0.210632385824609*x_1_0*(x_1_0 - 5.094)*(x_1_0 - 0.932) + 0.129,x_1_0*x_2_0/(0.988*x_1_0 + 0.059*x_2_0 + 5.399),Mutualistic,True
2201,6.36500000000000,5.513*sin(x_1_0*x_2_0),Kuramoto,True
2202,-x_1_0,exp(2.872*x_2_0)/(exp(2.872*x_2_0) + 104.86145471773),Neural,True
2203,x_1_0*(0.096 - 0.171*x_1_0),-x_1_0*x_2_0,Lotka_Volterra,True
2204,-0.283109516386662*x_1_0*(x_1_0 - 4.954)*(x_1_0 - 0.713) + 0.118,x_1_0*x_2_0/(0.848*x_1_0 + 0.129*x_2_0 + 4.069),Mutualistic,True
2205,8.98300000000000,6.174*sin(x_1_0*x_2_0),Kuramoto,True
2206,-3.339*x_1_0,4.29*x_2_0*(1 - x_1_0),Epidemic,True
2207,-x_1_0,exp(2.513*x_2_0)/(exp(2.513*x_2_0) + 25992588.5609062),Neural,True
2208,-5.476*x_1_0,1.059*x_2_0*(1 - x_1_0),Epidemic,True
2209,-4.826*x_1_0 + 3.801*tanh(x_1_0),tanh(x_2_0),Excitation,True
2210,-0.7*x_1_0**1.0,x_2_0**2.0,Population,True
2211,1.311*x_1_0*(1 - x_1_0**2),1.0*x_1_0*x_2_0/(x_2_0 + 1),Mutualistic2,True
2212,-3.823*x_1_0 + 4.214*tanh(x_1_0),tanh(x_2_0),Excitation,True
2213,-4.422*x_1_0 + 4.477*tanh(x_1_0),tanh(x_2_0),Excitation,True
2214,-6.137*x_1_0,2.188*x_2_0*(1 - x_1_0),Epidemic,True
2215,-x_1_0**3 + x_1_0,x_1_0*x_2_0/(x_2_0 + 1),Plant,True
2216,0.796*x_1_0*(1 - x_1_0**2),1.0*x_1_0*x_2_0/(x_2_0 + 1),Mutualistic2,True
2217,0.0,-0.608*x_1_0 + 0.608*x_2_0,Heat,True
2218,-0.140147255524325*x_1_0*(x_1_0 - 5.422)*(x_1_0 - 1.316) + 0.062,x_1_0*x_2_0/(0.923*x_1_0 + 0.092*x_2_0 + 4.119),Mutualistic,True
2219,-1.551*x_1_0,0.386*x_2_0*(1 - x_1_0),Epidemic,True
2220,x_1_0*(1.17 - 1.737*x_1_0),-x_1_0*x_2_0,Lotka_Volterra,True
2221,x_1_0*(0.59 - 0.81*x_1_0),-x_1_0*x_2_0,Lotka_Volterra,True
2222,-2.268*x_1_0,3.477*x_2_0*(1 - x_1_0),Epidemic,True
2223,-0.706*x_1_0**1.0,x_2_0**2.0/(x_2_0**2.0 + 1),Gene,True
2224,-2.36*x_1_0 + 3.349*tanh(x_1_0),tanh(x_2_0),Excitation,True
2225,0.0,-1.927*x_1_0 + 1.927*x_2_0,Heat,True
2226,x_1_0*(1.522 - 1.626*x_1_0),-x_1_0*x_2_0,Lotka_Volterra,True
2227,0.0,-0.912*x_1_0 + 0.912*x_2_0,Heat,True
2228,x_1_0*(1.135 - 1.444*x_1_0),-x_1_0*x_2_0,Lotka_Volterra,True
2229,x_1_0*(0.455 - 0.485*x_1_0),-x_1_0*x_2_0,Lotka_Volterra,True
2230,-2.785*x_1_0,3.093*x_2_0*(1 - x_1_0),Epidemic,True
2231,-3.333*x_1_0,4.79*x_2_0*(1 - x_1_0),Epidemic,True
2232,9.79400000000000,5.761*sin(x_1_0*x_2_0),Kuramoto,True
2233,-0.526*x_1_0**1.0,x_2_0**2.0,Population,True
2234,-x_1_0**3 + x_1_0,x_1_0*x_2_0/(x_2_0 + 1),Plant,True
2235,0.624*x_1_0*(1 - x_1_0**2),1.0*x_1_0*x_2_0/(x_2_0 + 1),Mutualistic2,True
2236,-0.956*x_1_0**3.0,x_2_0**2.0,Population,True
2237,-x_1_0,exp(2.021*x_2_0)/(exp(2.021*x_2_0) + 166.189715459791),Neural,True
2238,5.05600000000000,6.537*sin(x_1_0*x_2_0),Kuramoto,True
2239,5.71000000000000,8.524*sin(x_1_0*x_2_0),Kuramoto,True
2240,-1.463*x_1_0,1.577*x_2_0*(1 - x_1_0),Epidemic,True
2241,9.64400000000000,8.21*sin(x_1_0*x_2_0),Kuramoto,True
2242,x_1_0*(1.327 - 1.354*x_1_0),-x_1_0*x_2_0,Lotka_Volterra,True
2243,1.0*x_1_0*(1 - x_1_0**2),1.0*x_1_0*x_2_0/(x_2_0 + 1),Mutualistic2,True
2244,-0.195565589374061*x_1_0*(x_1_0 - 4.431)*(x_1_0 - 1.154) + 0.148,x_1_0*x_2_0/(0.887*x_1_0 + 0.085*x_2_0 + 5.294),Mutualistic,True
2245,-4.537*x_1_0 + 1.043*tanh(x_1_0),tanh(x_2_0),Excitation,True
2246,0.0,-1.959*x_1_0 + 1.959*x_2_0,Heat,True
2247,7.89900000000000,9.285*sin(x_1_0*x_2_0),Kuramoto,True
2248,8.02300000000000,5.788*sin(x_1_0*x_2_0),Kuramoto,True
2249,9.26400000000000,7.403*sin(x_1_0*x_2_0),Kuramoto,True
2250,-0.6*x_1_0**1.0,x_2_0**2.0/(x_2_0**2.0 + 1),Gene,True
2251,-1.903*x_1_0 + 2.384*tanh(x_1_0),tanh(x_2_0),Excitation,True
2252,-1.204*x_1_0,3.073*x_2_0*(1 - x_1_0),Epidemic,True
2253,x_1_0*(1.532 - 0.103*x_1_0),-x_1_0*x_2_0,Lotka_Volterra,True
2254,5.15200000000000,5.339*sin(x_1_0*x_2_0),Kuramoto,True
2255,-0.673*x_1_0**2.0,x_2_0**2.0/(x_2_0**2.0 + 1),Gene,True
2256,-x_1_0**3 + x_1_0,x_1_0*x_2_0/(x_2_0 + 1),Plant,True
2257,-1.483*x_1_0**1.0,x_2_0**2.0/(x_2_0**2.0 + 1),Gene,True
2258,-2.416*x_1_0 + 2.245*tanh(x_1_0),tanh(x_2_0),Excitation,True
2259,-x_1_0**3 + x_1_0,x_1_0*x_2_0/(x_2_0 + 1),Plant,True
2260,-1.593*x_1_0,3.688*x_2_0*(1 - x_1_0),Epidemic,True
2261,0.0,-1.45*x_1_0 + 1.45*x_2_0,Heat,True
2262,8.29000000000000,8.993*sin(x_1_0*x_2_0),Kuramoto,True
2263,1.235*x_1_0*(1 - x_1_0**2),1.0*x_1_0*x_2_0/(x_2_0 + 1),Mutualistic2,True
2264,-x_1_0**3 + x_1_0,x_1_0*x_2_0/(x_2_0 + 1),Plant,True
2265,7.47700000000000,5.68*sin(x_1_0*x_2_0),Kuramoto,True
2266,-3.318*x_1_0 + 4.088*tanh(x_1_0),tanh(x_2_0),Excitation,True
2267,x_1_0*(0.446 - 0.185*x_1_0),-x_1_0*x_2_0,Lotka_Volterra,True
2268,-0.747*x_1_0**3.0,x_2_0**1.0,Population,True
2269,0.564*x_1_0*(1 - x_1_0**2),1.0*x_1_0*x_2_0/(x_2_0 + 1),Mutualistic2,True
2270,-0.115*x_1_0**3.0,x_2_0**2.0,Population,True
