,F_equation_0,F_equation_1,G_equation_0,G_equation_1,type,state
1434,-x_1_0**3 + x_1_0 - x_1_1,0.393*x_1_0 + 0.018*x_1_1 + 0.235,0.522*x_1_0 - 0.522*x_2_0,0.0,FitzHughNagumo,True
1435,-x_1_0**3 + x_1_0 - x_1_1,0.992*x_1_0 + 0.041*x_1_1 + 0.259,0.515*x_1_0 - 0.515*x_2_0,0.0,FitzHughNagumo,True
1436,0.0,0.0,-0.082*x_1_0*x_2_1,0.099*x_1_0*x_2_1,SI,True
1437,0.158*x_1_1,-0.16*x_1_1,-0.142*x_1_0*x_2_1,0.174*x_1_0*x_2_1,SIS,True
1438,0.246*x_1_1,-0.221*x_1_1,-0.028*x_1_0*x_2_1,0.141*x_1_0*x_2_1,SIS,True
1439,0.332*x_1_1,-0.164*x_1_1,-0.163*x_1_0*x_2_1,0.037*x_1_0*x_2_1,SIS,True
1440,-x_1_0**3 + x_1_0 - x_1_1,0.528*x_1_0 + 0.047*x_1_1 + 0.151,0.756*x_1_0 - 0.756*x_2_0,0.0,FitzHughNagumo,True
1441,-x_1_0**3 + x_1_0 - x_1_1,0.751*x_1_0 + 0.035*x_1_1 + 0.469,0.752*x_1_0 - 0.752*x_2_0,0.0,FitzHughNagumo,True
1442,0.0,0.0,-0.169*x_1_0*x_2_1,0.176*x_1_0*x_2_1,SI,True
1443,-x_1_0**3 + x_1_0 - x_1_1,0.232*x_1_0 + 0.011*x_1_1 + 0.131,0.709*x_1_0 - 0.709*x_2_0,0.0,FitzHughNagumo,True
1444,-x_1_0**3 + x_1_0 - x_1_1,0.135*x_1_0 + 0.033*x_1_1 + 0.401,0.999*x_1_0 - 0.999*x_2_0,0.0,FitzHughNagumo,True
1445,-x_1_0**3 + x_1_0 - x_1_1,0.212*x_1_0 + 0.019*x_1_1 + 0.146,1.415*x_1_0 - 1.415*x_2_0,0.0,FitzHughNagumo,True
1446,-x_1_0**3 + x_1_0 - x_1_1,0.658*x_1_0 + 0.023*x_1_1 + 0.251,0.941*x_1_0 - 0.941*x_2_0,0.0,FitzHughNagumo,True
1447,0.147*x_1_1,-0.329*x_1_1,-0.137*x_1_0*x_2_1,0.183*x_1_0*x_2_1,SIS,True
1448,-x_1_0**3 + x_1_0 - x_1_1,0.356*x_1_0 + 0.02*x_1_1 + 0.242,1.404*x_1_0 - 1.404*x_2_0,0.0,FitzHughNagumo,True
1449,0.0,0.0,-0.069*x_1_0*x_2_1,0.062*x_1_0*x_2_1,SI,True
1450,0.0,0.0,-0.121*x_1_0*x_2_1,0.082*x_1_0*x_2_1,SI,True
1451,-x_1_0**3 + x_1_0 - x_1_1,0.621*x_1_0 + 0.012*x_1_1 + 0.408,1.209*x_1_0 - 1.209*x_2_0,0.0,FitzHughNagumo,True
1452,0.194*x_1_1,-0.149*x_1_1,-0.134*x_1_0*x_2_1,0.181*x_1_0*x_2_1,SIS,True
1453,0.0,0.0,-0.072*x_1_0*x_2_1,0.191*x_1_0*x_2_1,SI,True
1454,-x_1_0**3 + x_1_0 - x_1_1,0.671*x_1_0 + 0.032*x_1_1 + 0.361,0.784*x_1_0 - 0.784*x_2_0,0.0,FitzHughNagumo,True
1455,0.0,0.0,-0.108*x_1_0*x_2_1,0.141*x_1_0*x_2_1,SI,True
1456,0.0,0.0,-0.162*x_1_0*x_2_1,0.083*x_1_0*x_2_1,SI,True
1457,0.0,0.0,-0.177*x_1_0*x_2_1,0.185*x_1_0*x_2_1,SI,True
1458,0.339*x_1_1,-0.186*x_1_1,-0.138*x_1_0*x_2_1,0.134*x_1_0*x_2_1,SIS,True
1459,0.281*x_1_1,-0.153*x_1_1,-0.026*x_1_0*x_2_1,0.088*x_1_0*x_2_1,SIS,True
1460,0.0,0.0,-0.092*x_1_0*x_2_1,0.022*x_1_0*x_2_1,SI,True
1461,0.0,0.0,-0.069*x_1_0*x_2_1,0.094*x_1_0*x_2_1,SI,True
1462,-x_1_0**3 + x_1_0 - x_1_1,0.627*x_1_0 + 0.048*x_1_1 + 0.19,0.813*x_1_0 - 0.813*x_2_0,0.0,FitzHughNagumo,True
1463,-x_1_0**3 + x_1_0 - x_1_1,0.59*x_1_0 + 0.022*x_1_1 + 0.23,0.62*x_1_0 - 0.62*x_2_0,0.0,FitzHughNagumo,True
1464,-x_1_0**3 + x_1_0 - x_1_1,0.745*x_1_0 + 0.023*x_1_1 + 0.474,1.041*x_1_0 - 1.041*x_2_0,0.0,FitzHughNagumo,True
1465,-x_1_0**3 + x_1_0 - x_1_1,0.578*x_1_0 + 0.04*x_1_1 + 0.367,0.882*x_1_0 - 0.882*x_2_0,0.0,FitzHughNagumo,True
1466,-x_1_0**3 + x_1_0 - x_1_1,0.995*x_1_0 + 0.033*x_1_1 + 0.426,1.281*x_1_0 - 1.281*x_2_0,0.0,FitzHughNagumo,True
1467,0.168*x_1_1,-0.195*x_1_1,-0.193*x_1_0*x_2_1,0.116*x_1_0*x_2_1,SIS,True
1468,0.278*x_1_1,-0.157*x_1_1,-0.165*x_1_0*x_2_1,0.07*x_1_0*x_2_1,SIS,True
1469,0.0,0.0,-0.051*x_1_0*x_2_1,0.19*x_1_0*x_2_1,SI,True
1470,0.0,0.0,-0.176*x_1_0*x_2_1,0.058*x_1_0*x_2_1,SI,True
1471,0.0,0.0,-0.132*x_1_0*x_2_1,0.198*x_1_0*x_2_1,SI,True
1472,0.322*x_1_1,-0.233*x_1_1,-0.145*x_1_0*x_2_1,0.075*x_1_0*x_2_1,SIS,True
1473,0.338*x_1_1,-0.15*x_1_1,-0.065*x_1_0*x_2_1,0.067*x_1_0*x_2_1,SIS,True
1474,0.364*x_1_1,-0.238*x_1_1,-0.164*x_1_0*x_2_1,0.051*x_1_0*x_2_1,SIS,True
1475,0.295*x_1_1,-0.292*x_1_1,-0.121*x_1_0*x_2_1,0.122*x_1_0*x_2_1,SIS,True
1476,-x_1_0**3 + x_1_0 - x_1_1,0.111*x_1_0 + 0.018*x_1_1 + 0.446,1.275*x_1_0 - 1.275*x_2_0,0.0,FitzHughNagumo,True
1477,0.0,0.0,-0.192*x_1_0*x_2_1,0.173*x_1_0*x_2_1,SI,True
1478,0.0,0.0,-0.197*x_1_0*x_2_1,0.054*x_1_0*x_2_1,SI,True
1479,0.0,0.0,-0.09*x_1_0*x_2_1,0.183*x_1_0*x_2_1,SI,True
1480,0.136*x_1_1,-0.266*x_1_1,-0.024*x_1_0*x_2_1,0.121*x_1_0*x_2_1,SIS,True
1481,0.353*x_1_1,-0.218*x_1_1,-0.123*x_1_0*x_2_1,0.127*x_1_0*x_2_1,SIS,True
1482,-x_1_0**3 + x_1_0 - x_1_1,0.478*x_1_0 + 0.048*x_1_1 + 0.225,0.792*x_1_0 - 0.792*x_2_0,0.0,FitzHughNagumo,True
1483,0.0,0.0,-0.024*x_1_0*x_2_1,0.064*x_1_0*x_2_1,SI,True
1484,0.0,0.0,-0.108*x_1_0*x_2_1,0.069*x_1_0*x_2_1,SI,True
1485,0.0,0.0,-0.124*x_1_0*x_2_1,0.045*x_1_0*x_2_1,SI,True
1486,-x_1_0**3 + x_1_0 - x_1_1,0.831*x_1_0 + 0.018*x_1_1 + 0.131,1.249*x_1_0 - 1.249*x_2_0,0.0,FitzHughNagumo,True
1487,-x_1_0**3 + x_1_0 - x_1_1,0.777*x_1_0 + 0.043*x_1_1 + 0.173,0.971*x_1_0 - 0.971*x_2_0,0.0,FitzHughNagumo,True
1488,0.0,0.0,-0.021*x_1_0*x_2_1,0.118*x_1_0*x_2_1,SI,True
1489,-x_1_0**3 + x_1_0 - x_1_1,0.24*x_1_0 + 0.013*x_1_1 + 0.393,0.736*x_1_0 - 0.736*x_2_0,0.0,FitzHughNagumo,True
1490,-x_1_0**3 + x_1_0 - x_1_1,0.925*x_1_0 + 0.038*x_1_1 + 0.308,0.712*x_1_0 - 0.712*x_2_0,0.0,FitzHughNagumo,True
1491,-x_1_0**3 + x_1_0 - x_1_1,0.396*x_1_0 + 0.037*x_1_1 + 0.449,0.928*x_1_0 - 0.928*x_2_0,0.0,FitzHughNagumo,True
1492,-x_1_0**3 + x_1_0 - x_1_1,0.504*x_1_0 + 0.039*x_1_1 + 0.284,1.047*x_1_0 - 1.047*x_2_0,0.0,FitzHughNagumo,True
1493,0.0,0.0,-0.143*x_1_0*x_2_1,0.093*x_1_0*x_2_1,SI,True
1494,0.0,0.0,-0.112*x_1_0*x_2_1,0.054*x_1_0*x_2_1,SI,True
1495,0.0,0.0,-0.046*x_1_0*x_2_1,0.134*x_1_0*x_2_1,SI,True
1496,0.187*x_1_1,-0.286*x_1_1,-0.118*x_1_0*x_2_1,0.07*x_1_0*x_2_1,SIS,True
1497,-x_1_0**3 + x_1_0 - x_1_1,0.914*x_1_0 + 0.044*x_1_1 + 0.106,0.953*x_1_0 - 0.953*x_2_0,0.0,FitzHughNagumo,True
1498,-x_1_0**3 + x_1_0 - x_1_1,0.716*x_1_0 + 0.028*x_1_1 + 0.499,1.111*x_1_0 - 1.111*x_2_0,0.0,FitzHughNagumo,True
1499,0.0,0.0,-0.156*x_1_0*x_2_1,0.053*x_1_0*x_2_1,SI,True
1500,0.331*x_1_1,-0.103*x_1_1,-0.064*x_1_0*x_2_1,0.098*x_1_0*x_2_1,SIS,True
1501,-x_1_0**3 + x_1_0 - x_1_1,0.561*x_1_0 + 0.017*x_1_1 + 0.163,0.702*x_1_0 - 0.702*x_2_0,0.0,FitzHughNagumo,True
1502,0.0,0.0,-0.076*x_1_0*x_2_1,0.094*x_1_0*x_2_1,SI,True
1503,-x_1_0**3 + x_1_0 - x_1_1,0.363*x_1_0 + 0.037*x_1_1 + 0.12,1.428*x_1_0 - 1.428*x_2_0,0.0,FitzHughNagumo,True
1504,-x_1_0**3 + x_1_0 - x_1_1,0.75*x_1_0 + 0.048*x_1_1 + 0.469,1.204*x_1_0 - 1.204*x_2_0,0.0,FitzHughNagumo,True
1505,0.0,0.0,-0.118*x_1_0*x_2_1,0.042*x_1_0*x_2_1,SI,True
1506,0.0,0.0,-0.077*x_1_0*x_2_1,0.121*x_1_0*x_2_1,SI,True
1507,0.0,0.0,-0.057*x_1_0*x_2_1,0.132*x_1_0*x_2_1,SI,True
1508,0.0,0.0,-0.023*x_1_0*x_2_1,0.033*x_1_0*x_2_1,SI,True
1509,-x_1_0**3 + x_1_0 - x_1_1,0.833*x_1_0 + 0.049*x_1_1 + 0.388,0.634*x_1_0 - 0.634*x_2_0,0.0,FitzHughNagumo,True
1510,-x_1_0**3 + x_1_0 - x_1_1,0.707*x_1_0 + 0.022*x_1_1 + 0.203,0.597*x_1_0 - 0.597*x_2_0,0.0,FitzHughNagumo,True
1511,-x_1_0**3 + x_1_0 - x_1_1,1.0*x_1_0 + 0.024*x_1_1 + 0.275,0.849*x_1_0 - 0.849*x_2_0,0.0,FitzHughNagumo,True
1512,0.0,0.0,-0.024*x_1_0*x_2_1,0.18*x_1_0*x_2_1,SI,True
1513,-x_1_0**3 + x_1_0 - x_1_1,0.982*x_1_0 + 0.016*x_1_1 + 0.37,1.275*x_1_0 - 1.275*x_2_0,0.0,FitzHughNagumo,True
1514,-x_1_0**3 + x_1_0 - x_1_1,0.354*x_1_0 + 0.038*x_1_1 + 0.457,1.361*x_1_0 - 1.361*x_2_0,0.0,FitzHughNagumo,True
1515,0.359*x_1_1,-0.385*x_1_1,-0.023*x_1_0*x_2_1,0.186*x_1_0*x_2_1,SIS,True
1516,0.308*x_1_1,-0.325*x_1_1,-0.143*x_1_0*x_2_1,0.084*x_1_0*x_2_1,SIS,True
1517,0.0,0.0,-0.085*x_1_0*x_2_1,0.155*x_1_0*x_2_1,SI,True
1518,0.345*x_1_1,-0.14*x_1_1,-0.029*x_1_0*x_2_1,0.076*x_1_0*x_2_1,SIS,True
1519,-x_1_0**3 + x_1_0 - x_1_1,0.368*x_1_0 + 0.036*x_1_1 + 0.228,0.837*x_1_0 - 0.837*x_2_0,0.0,FitzHughNagumo,True
1520,-x_1_0**3 + x_1_0 - x_1_1,0.185*x_1_0 + 0.02*x_1_1 + 0.103,0.586*x_1_0 - 0.586*x_2_0,0.0,FitzHughNagumo,True
1521,0.0,0.0,-0.064*x_1_0*x_2_1,0.087*x_1_0*x_2_1,SI,True
1522,0.0,0.0,-0.117*x_1_0*x_2_1,0.144*x_1_0*x_2_1,SI,True
1523,0.212*x_1_1,-0.183*x_1_1,-0.157*x_1_0*x_2_1,0.165*x_1_0*x_2_1,SIS,True
1524,-x_1_0**3 + x_1_0 - x_1_1,0.237*x_1_0 + 0.017*x_1_1 + 0.124,1.338*x_1_0 - 1.338*x_2_0,0.0,FitzHughNagumo,True
1525,0.0,0.0,-0.111*x_1_0*x_2_1,0.102*x_1_0*x_2_1,SI,True
1526,0.24*x_1_1,-0.172*x_1_1,-0.199*x_1_0*x_2_1,0.047*x_1_0*x_2_1,SIS,True
1527,-x_1_0**3 + x_1_0 - x_1_1,0.623*x_1_0 + 0.019*x_1_1 + 0.3,1.096*x_1_0 - 1.096*x_2_0,0.0,FitzHughNagumo,True
1528,0.381*x_1_1,-0.386*x_1_1,-0.107*x_1_0*x_2_1,0.176*x_1_0*x_2_1,SIS,True
1529,0.0,0.0,-0.184*x_1_0*x_2_1,0.128*x_1_0*x_2_1,SI,True
1530,-x_1_0**3 + x_1_0 - x_1_1,0.257*x_1_0 + 0.011*x_1_1 + 0.461,0.57*x_1_0 - 0.57*x_2_0,0.0,FitzHughNagumo,True
1531,0.0,0.0,-0.125*x_1_0*x_2_1,0.08*x_1_0*x_2_1,SI,True
1532,0.314*x_1_1,-0.308*x_1_1,-0.038*x_1_0*x_2_1,0.184*x_1_0*x_2_1,SIS,True
1533,-x_1_0**3 + x_1_0 - x_1_1,0.216*x_1_0 + 0.025*x_1_1 + 0.153,1.12*x_1_0 - 1.12*x_2_0,0.0,FitzHughNagumo,True
1534,0.264*x_1_1,-0.232*x_1_1,-0.045*x_1_0*x_2_1,0.095*x_1_0*x_2_1,SIS,True
1535,-x_1_0**3 + x_1_0 - x_1_1,0.911*x_1_0 + 0.018*x_1_1 + 0.224,0.629*x_1_0 - 0.629*x_2_0,0.0,FitzHughNagumo,True
1536,-x_1_0**3 + x_1_0 - x_1_1,0.467*x_1_0 + 0.012*x_1_1 + 0.464,0.503*x_1_0 - 0.503*x_2_0,0.0,FitzHughNagumo,True
1537,-x_1_0**3 + x_1_0 - x_1_1,0.517*x_1_0 + 0.018*x_1_1 + 0.378,0.883*x_1_0 - 0.883*x_2_0,0.0,FitzHughNagumo,True
1538,0.0,0.0,-0.094*x_1_0*x_2_1,0.057*x_1_0*x_2_1,SI,True
1539,-x_1_0**3 + x_1_0 - x_1_1,0.963*x_1_0 + 0.018*x_1_1 + 0.177,0.945*x_1_0 - 0.945*x_2_0,0.0,FitzHughNagumo,True
1540,-x_1_0**3 + x_1_0 - x_1_1,0.336*x_1_0 + 0.043*x_1_1 + 0.441,1.162*x_1_0 - 1.162*x_2_0,0.0,FitzHughNagumo,True
1541,0.329*x_1_1,-0.261*x_1_1,-0.083*x_1_0*x_2_1,0.173*x_1_0*x_2_1,SIS,True
1542,0.228*x_1_1,-0.219*x_1_1,-0.081*x_1_0*x_2_1,0.189*x_1_0*x_2_1,SIS,True
1543,-x_1_0**3 + x_1_0 - x_1_1,0.923*x_1_0 + 0.044*x_1_1 + 0.332,1.122*x_1_0 - 1.122*x_2_0,0.0,FitzHughNagumo,True
1544,0.0,0.0,-0.12*x_1_0*x_2_1,0.137*x_1_0*x_2_1,SI,True
1545,0.0,0.0,-0.126*x_1_0*x_2_1,0.099*x_1_0*x_2_1,SI,True
1546,0.0,0.0,-0.12*x_1_0*x_2_1,0.181*x_1_0*x_2_1,SI,True
1547,0.0,0.0,-0.077*x_1_0*x_2_1,0.067*x_1_0*x_2_1,SI,True
1548,-x_1_0**3 + x_1_0 - x_1_1,0.296*x_1_0 + 0.038*x_1_1 + 0.176,0.791*x_1_0 - 0.791*x_2_0,0.0,FitzHughNagumo,True
1549,0.0,0.0,-0.197*x_1_0*x_2_1,0.067*x_1_0*x_2_1,SI,True
1550,-x_1_0**3 + x_1_0 - x_1_1,0.738*x_1_0 + 0.038*x_1_1 + 0.247,1.453*x_1_0 - 1.453*x_2_0,0.0,FitzHughNagumo,True
1551,0.115*x_1_1,-0.199*x_1_1,-0.039*x_1_0*x_2_1,0.145*x_1_0*x_2_1,SIS,True
1552,-x_1_0**3 + x_1_0 - x_1_1,0.102*x_1_0 + 0.039*x_1_1 + 0.157,0.605*x_1_0 - 0.605*x_2_0,0.0,FitzHughNagumo,True
1553,-x_1_0**3 + x_1_0 - x_1_1,0.8*x_1_0 + 0.027*x_1_1 + 0.329,0.964*x_1_0 - 0.964*x_2_0,0.0,FitzHughNagumo,True
1554,0.0,0.0,-0.043*x_1_0*x_2_1,0.149*x_1_0*x_2_1,SI,True
1555,-x_1_0**3 + x_1_0 - x_1_1,0.113*x_1_0 + 0.036*x_1_1 + 0.356,0.853*x_1_0 - 0.853*x_2_0,0.0,FitzHughNagumo,True
1556,0.0,0.0,-0.034*x_1_0*x_2_1,0.104*x_1_0*x_2_1,SI,True
1557,0.247*x_1_1,-0.286*x_1_1,-0.18*x_1_0*x_2_1,0.158*x_1_0*x_2_1,SIS,True
1558,-x_1_0**3 + x_1_0 - x_1_1,0.388*x_1_0 + 0.033*x_1_1 + 0.465,1.221*x_1_0 - 1.221*x_2_0,0.0,FitzHughNagumo,True
1559,0.145*x_1_1,-0.179*x_1_1,-0.024*x_1_0*x_2_1,0.16*x_1_0*x_2_1,SIS,True
1560,-x_1_0**3 + x_1_0 - x_1_1,0.249*x_1_0 + 0.033*x_1_1 + 0.228,1.471*x_1_0 - 1.471*x_2_0,0.0,FitzHughNagumo,True
1561,0.205*x_1_1,-0.214*x_1_1,-0.159*x_1_0*x_2_1,0.05*x_1_0*x_2_1,SIS,True
1562,-x_1_0**3 + x_1_0 - x_1_1,0.996*x_1_0 + 0.049*x_1_1 + 0.455,1.276*x_1_0 - 1.276*x_2_0,0.0,FitzHughNagumo,True
1563,0.188*x_1_1,-0.101*x_1_1,-0.053*x_1_0*x_2_1,0.199*x_1_0*x_2_1,SIS,True
1564,-x_1_0**3 + x_1_0 - x_1_1,0.238*x_1_0 + 0.022*x_1_1 + 0.289,0.876*x_1_0 - 0.876*x_2_0,0.0,FitzHughNagumo,True
1565,-x_1_0**3 + x_1_0 - x_1_1,0.489*x_1_0 + 0.011*x_1_1 + 0.126,0.511*x_1_0 - 0.511*x_2_0,0.0,FitzHughNagumo,True
1566,-x_1_0**3 + x_1_0 - x_1_1,0.304*x_1_0 + 0.035*x_1_1 + 0.185,0.59*x_1_0 - 0.59*x_2_0,0.0,FitzHughNagumo,True
1567,0.0,0.0,-0.022*x_1_0*x_2_1,0.169*x_1_0*x_2_1,SI,True
1568,0.0,0.0,-0.189*x_1_0*x_2_1,0.062*x_1_0*x_2_1,SI,True
1569,0.0,0.0,-0.076*x_1_0*x_2_1,0.062*x_1_0*x_2_1,SI,True
1570,-x_1_0**3 + x_1_0 - x_1_1,0.772*x_1_0 + 0.01*x_1_1 + 0.17,0.649*x_1_0 - 0.649*x_2_0,0.0,FitzHughNagumo,True
1571,0.0,0.0,-0.166*x_1_0*x_2_1,0.087*x_1_0*x_2_1,SI,True
1572,0.314*x_1_1,-0.135*x_1_1,-0.067*x_1_0*x_2_1,0.189*x_1_0*x_2_1,SIS,True
1573,0.0,0.0,-0.116*x_1_0*x_2_1,0.098*x_1_0*x_2_1,SI,True
1574,0.132*x_1_1,-0.137*x_1_1,-0.088*x_1_0*x_2_1,0.023*x_1_0*x_2_1,SIS,True
1575,-x_1_0**3 + x_1_0 - x_1_1,0.245*x_1_0 + 0.031*x_1_1 + 0.242,1.302*x_1_0 - 1.302*x_2_0,0.0,FitzHughNagumo,True
1576,0.0,0.0,-0.194*x_1_0*x_2_1,0.173*x_1_0*x_2_1,SI,True
1577,0.138*x_1_1,-0.321*x_1_1,-0.103*x_1_0*x_2_1,0.026*x_1_0*x_2_1,SIS,True
1578,0.208*x_1_1,-0.299*x_1_1,-0.18*x_1_0*x_2_1,0.171*x_1_0*x_2_1,SIS,True
1579,-x_1_0**3 + x_1_0 - x_1_1,0.786*x_1_0 + 0.014*x_1_1 + 0.341,0.729*x_1_0 - 0.729*x_2_0,0.0,FitzHughNagumo,True
1580,0.0,0.0,-0.023*x_1_0*x_2_1,0.136*x_1_0*x_2_1,SI,True
1581,0.262*x_1_1,-0.145*x_1_1,-0.117*x_1_0*x_2_1,0.171*x_1_0*x_2_1,SIS,True
1582,-x_1_0**3 + x_1_0 - x_1_1,0.271*x_1_0 + 0.044*x_1_1 + 0.395,0.838*x_1_0 - 0.838*x_2_0,0.0,FitzHughNagumo,True
1583,-x_1_0**3 + x_1_0 - x_1_1,0.34*x_1_0 + 0.016*x_1_1 + 0.495,0.878*x_1_0 - 0.878*x_2_0,0.0,FitzHughNagumo,True
1584,0.345*x_1_1,-0.275*x_1_1,-0.183*x_1_0*x_2_1,0.117*x_1_0*x_2_1,SIS,True
1585,-x_1_0**3 + x_1_0 - x_1_1,0.662*x_1_0 + 0.046*x_1_1 + 0.186,0.582*x_1_0 - 0.582*x_2_0,0.0,FitzHughNagumo,True
1586,0.0,0.0,-0.03*x_1_0*x_2_1,0.073*x_1_0*x_2_1,SI,True
1587,0.0,0.0,-0.186*x_1_0*x_2_1,0.184*x_1_0*x_2_1,SI,True
1588,0.265*x_1_1,-0.12*x_1_1,-0.15*x_1_0*x_2_1,0.071*x_1_0*x_2_1,SIS,True
1589,-x_1_0**3 + x_1_0 - x_1_1,0.641*x_1_0 + 0.035*x_1_1 + 0.247,1.16*x_1_0 - 1.16*x_2_0,0.0,FitzHughNagumo,True
1590,0.0,0.0,-0.121*x_1_0*x_2_1,0.163*x_1_0*x_2_1,SI,True
1591,0.395*x_1_1,-0.228*x_1_1,-0.118*x_1_0*x_2_1,0.095*x_1_0*x_2_1,SIS,True
1592,0.0,0.0,-0.155*x_1_0*x_2_1,0.097*x_1_0*x_2_1,SI,True
1593,-x_1_0**3 + x_1_0 - x_1_1,0.411*x_1_0 + 0.029*x_1_1 + 0.16,0.871*x_1_0 - 0.871*x_2_0,0.0,FitzHughNagumo,True
1594,0.241*x_1_1,-0.351*x_1_1,-0.178*x_1_0*x_2_1,0.045*x_1_0*x_2_1,SIS,True
1595,0.0,0.0,-0.128*x_1_0*x_2_1,0.163*x_1_0*x_2_1,SI,True
1596,-x_1_0**3 + x_1_0 - x_1_1,0.131*x_1_0 + 0.036*x_1_1 + 0.386,0.698*x_1_0 - 0.698*x_2_0,0.0,FitzHughNagumo,True
1597,0.304*x_1_1,-0.32*x_1_1,-0.156*x_1_0*x_2_1,0.16*x_1_0*x_2_1,SIS,True
1598,0.0,0.0,-0.142*x_1_0*x_2_1,0.129*x_1_0*x_2_1,SI,True
1599,0.142*x_1_1,-0.113*x_1_1,-0.025*x_1_0*x_2_1,0.137*x_1_0*x_2_1,SIS,True
1600,0.196*x_1_1,-0.353*x_1_1,-0.114*x_1_0*x_2_1,0.04*x_1_0*x_2_1,SIS,True
1601,0.0,0.0,-0.136*x_1_0*x_2_1,0.106*x_1_0*x_2_1,SI,True
1602,0.0,0.0,-0.071*x_1_0*x_2_1,0.166*x_1_0*x_2_1,SI,True
1603,0.383*x_1_1,-0.337*x_1_1,-0.196*x_1_0*x_2_1,0.062*x_1_0*x_2_1,SIS,True
1604,-x_1_0**3 + x_1_0 - x_1_1,0.813*x_1_0 + 0.049*x_1_1 + 0.313,0.701*x_1_0 - 0.701*x_2_0,0.0,FitzHughNagumo,True
1605,0.0,0.0,-0.084*x_1_0*x_2_1,0.069*x_1_0*x_2_1,SI,True
1606,0.36*x_1_1,-0.235*x_1_1,-0.197*x_1_0*x_2_1,0.146*x_1_0*x_2_1,SIS,True
1607,0.0,0.0,-0.114*x_1_0*x_2_1,0.064*x_1_0*x_2_1,SI,True
1608,0.0,0.0,-0.132*x_1_0*x_2_1,0.039*x_1_0*x_2_1,SI,True
1609,0.0,0.0,-0.084*x_1_0*x_2_1,0.102*x_1_0*x_2_1,SI,True
1610,0.142*x_1_1,-0.339*x_1_1,-0.184*x_1_0*x_2_1,0.124*x_1_0*x_2_1,SIS,True
1611,0.0,0.0,-0.127*x_1_0*x_2_1,0.071*x_1_0*x_2_1,SI,True
1612,0.393*x_1_1,-0.222*x_1_1,-0.037*x_1_0*x_2_1,0.032*x_1_0*x_2_1,SIS,True
1613,0.0,0.0,-0.063*x_1_0*x_2_1,0.047*x_1_0*x_2_1,SI,True
1614,-x_1_0**3 + x_1_0 - x_1_1,0.499*x_1_0 + 0.023*x_1_1 + 0.216,0.913*x_1_0 - 0.913*x_2_0,0.0,FitzHughNagumo,True
1615,0.0,0.0,-0.09*x_1_0*x_2_1,0.139*x_1_0*x_2_1,SI,True
1616,-x_1_0**3 + x_1_0 - x_1_1,0.3*x_1_0 + 0.022*x_1_1 + 0.209,0.648*x_1_0 - 0.648*x_2_0,0.0,FitzHughNagumo,True
1617,-x_1_0**3 + x_1_0 - x_1_1,0.782*x_1_0 + 0.013*x_1_1 + 0.443,0.864*x_1_0 - 0.864*x_2_0,0.0,FitzHughNagumo,True
1618,-x_1_0**3 + x_1_0 - x_1_1,0.484*x_1_0 + 0.03*x_1_1 + 0.246,0.712*x_1_0 - 0.712*x_2_0,0.0,FitzHughNagumo,True
1619,-x_1_0**3 + x_1_0 - x_1_1,0.514*x_1_0 + 0.046*x_1_1 + 0.427,0.634*x_1_0 - 0.634*x_2_0,0.0,FitzHughNagumo,True
1620,0.0,0.0,-0.085*x_1_0*x_2_1,0.063*x_1_0*x_2_1,SI,True
1621,0.159*x_1_1,-0.227*x_1_1,-0.169*x_1_0*x_2_1,0.143*x_1_0*x_2_1,SIS,True
1622,0.3*x_1_1,-0.39*x_1_1,-0.028*x_1_0*x_2_1,0.194*x_1_0*x_2_1,SIS,True
1623,-x_1_0**3 + x_1_0 - x_1_1,0.314*x_1_0 + 0.049*x_1_1 + 0.202,0.605*x_1_0 - 0.605*x_2_0,0.0,FitzHughNagumo,True
1624,0.277*x_1_1,-0.141*x_1_1,-0.077*x_1_0*x_2_1,0.034*x_1_0*x_2_1,SIS,True
1625,0.199*x_1_1,-0.247*x_1_1,-0.104*x_1_0*x_2_1,0.08*x_1_0*x_2_1,SIS,True
1626,-x_1_0**3 + x_1_0 - x_1_1,0.284*x_1_0 + 0.034*x_1_1 + 0.137,1.135*x_1_0 - 1.135*x_2_0,0.0,FitzHughNagumo,True
1627,-x_1_0**3 + x_1_0 - x_1_1,0.304*x_1_0 + 0.024*x_1_1 + 0.208,0.896*x_1_0 - 0.896*x_2_0,0.0,FitzHughNagumo,True
1628,-x_1_0**3 + x_1_0 - x_1_1,0.458*x_1_0 + 0.031*x_1_1 + 0.274,0.617*x_1_0 - 0.617*x_2_0,0.0,FitzHughNagumo,True
1629,-x_1_0**3 + x_1_0 - x_1_1,0.71*x_1_0 + 0.011*x_1_1 + 0.293,1.029*x_1_0 - 1.029*x_2_0,0.0,FitzHughNagumo,True
1630,-x_1_0**3 + x_1_0 - x_1_1,0.59*x_1_0 + 0.029*x_1_1 + 0.127,1.385*x_1_0 - 1.385*x_2_0,0.0,FitzHughNagumo,True
1631,0.288*x_1_1,-0.254*x_1_1,-0.089*x_1_0*x_2_1,0.054*x_1_0*x_2_1,SIS,True
1632,0.0,0.0,-0.12*x_1_0*x_2_1,0.187*x_1_0*x_2_1,SI,True
1633,0.241*x_1_1,-0.317*x_1_1,-0.093*x_1_0*x_2_1,0.082*x_1_0*x_2_1,SIS,True
